"","geneID","Symbol","H1","H2","H3","H4","CM1","CM2","CM3","CM4","CS1","CS2","CS3","CS4","CI1","CI2","CI3","CI4"
"C12orf44","C12orf44","C12orf44",78.1640550289443,30.6756312815063,86.2320301720157,70.9015285514061,80.9142364913445,49.4193997970728,133.659092371833,91.5449593286303,67.6509308482139,100.99051866924,71.1292410294669,134.530845821831,60.5458187735942,90.3123835183084,53.2887993091582,49.3168174385741
"KRT86","KRT86","KRT86",22.1464822582009,7.66890782037658,2.46377229062902,0,0,4.84503919579145,6.80671303745444,5.84329527629555,1.18685843593358,0.545894695509404,0,0.496423785320408,0,0,0,0
"KRT81","KRT81","KRT81",0,3.06756312815063,0,0,0.582116809290248,2.90702351747487,0.61879209431404,1.29851006139901,0,0,0.57828651243469,0,0,0.92155493386029,0,0
"KRT72","KRT72","KRT72",9.11913975337684,29.141849717431,7.39131687188706,27.9611661892869,5.23905128361224,10.6590862307412,4.95033675451232,16.8806307981872,8.30800905153504,10.3719992146787,12.7223032735632,2.48211892660204,2.88313422731401,0.92155493386029,0,2.29380546225926
"KRT73","KRT73","KRT73",1.30273425048241,1.53378156407532,12.3188614531451,3.99445231275527,0.582116809290248,6.78305487410803,1.23758418862808,1.29851006139901,0,0,0,0,0,0.92155493386029,0,0
"KRT2","KRT2","KRT2",5.21093700192962,0,4.92754458125804,0,1.1642336185805,0,0,1.29851006139901,0,0,0,0,0,0.92155493386029,0,0
"KRT1","KRT1","KRT1",5.21093700192962,18.4053787689038,0,0,31.4343077016734,26.1632116572738,5.56912884882636,0.649255030699506,8.30800905153504,6.00484165060344,0,0,0,5.52932960316174,14.4323831462303,0
"KRT77","KRT77","KRT77",0,0,32.0290397781773,0,0,0.96900783915829,0,1.29851006139901,0,0,0.57828651243469,0.496423785320408,5.76626845462802,0,0,0
"KRT8","KRT8","KRT8",0,0,0,0,0,1.93801567831658,0,0,0,0,0,74.9599915833816,2.88313422731401,0,1.1101833189408,0
"KRT18","KRT18","KRT18",0,0,2.46377229062902,0,0,0,3.71275256588424,2.59702012279802,2.37371687186715,0.545894695509404,0.57828651243469,709.886013008183,0,3.68621973544116,0,11.4690273112963
"EIF4B","EIF4B","EIF4B",71.6503837765323,55.2161363067114,96.0871193345318,183.744806386743,34.9270085574149,55.2334468320226,72.3986750347427,71.4180533769457,94.9486748746862,88.4349406725235,45.1063479699058,141.480778816316,40.3638791823961,62.6657355024997,47.7378827144542,43.582303782926
"TENC1","TENC1","TENC1",23.4492165086833,9.2026893844519,14.7826337437741,5.99167846913291,14.5529202322562,5.81404703494974,8.04429722608252,20.1269059516847,8.30800905153504,22.3816825158856,21.9748874725182,25.3176130513408,11.532536909256,8.29399440474261,37.746232843987,21.791151891463
"SPRYD3","SPRYD3","SPRYD3",208.437480077185,164.114627356059,133.043703693967,86.8793378024272,55.8832136918639,40.6983292446482,113.238953259469,65.5747581006501,105.630400798088,100.44462397373,124.331600173458,83.8956197191489,172.98805363884,106.900372327794,77.7128323258557,131.893814079907
"IGFBP6","IGFBP6","IGFBP6",5.21093700192962,1.53378156407532,0,1.99722615637764,2.32846723716099,0,2.47516837725616,0,0,0.545894695509404,0,0.992847570640816,0,0,0,2.29380546225926
"SOAT2","SOAT2","SOAT2",1.30273425048241,1.53378156407532,0,1.99722615637764,1.1642336185805,0,0,0.649255030699506,1.18685843593358,2.18357878203762,0,0.496423785320408,0,0,0,0
"CSAD","CSAD","CSAD",15.6328110057889,21.4729418970544,2.46377229062902,17.9750354073987,15.7171538508367,20.3491646223241,12.9946339805948,11.0373355218916,15.4291596671365,17.4686302563009,10.4091572238244,17.8712562715347,28.8313422731401,18.4310986772058,7.77128323258557,30.9663737405
"ZNF740","ZNF740","ZNF740",37.7792932639898,70.5539519474645,39.4203566500643,30.9570054238534,21.5383219437392,26.1632116572738,19.1825549237352,23.3731811051822,29.6714608983394,33.2995764260736,43.9497749450364,42.1960217522347,23.0650738185121,14.7448789417646,12.2120165083487,24.0849573537222
"ITGB7","ITGB7","ITGB7",10.4218740038592,42.9458837941088,682.464924504239,261.63662648547,445.90147591633,193.801567831658,106.432240222015,209.060119885241,123.433277337092,224.908614549874,619.923141329988,224.383550964824,28.8313422731401,30.4113128173896,24.4240330166975,18.3504436980741
"RARG","RARG","RARG",6.51367125241203,10.7364709485272,14.7826337437741,5.99167846913291,20.9562051344489,22.2871803006407,4.95033675451232,13.6343556446896,1.18685843593358,4.91305225958464,6.93943814921628,1.98569514128163,0,4.60777466930145,1.1101833189408,5.73451365564815
"MFSD5","MFSD5","MFSD5",265.757787098411,263.810429020954,135.507475984596,67.9056893168396,61.7043817847663,68.7995565802386,107.051032316329,73.3658184690442,105.630400798088,115.729675447994,102.934999213375,102.263299776004,256.598946230947,97.6848229891907,152.095114694889,192.679658829778
"ESPL1","ESPL1","ESPL1",0,0,4.92754458125804,0,13.3886866136757,5.81404703494974,4.95033675451232,1.94776509209852,2.37371687186715,5.45894695509404,1.15657302486938,16.3819849155735,0,15.6664338756249,6.66109991364477,5.73451365564815
